From,To,Distance,Duration,Duracion_en_horas
Customer 119,Customer 51,17.8,12:29:00 a. m.,0.4833
Customer 119,Customer 52,5.27,12:13:00 a. m.,0.2167
Customer 119,Customer 53,6.91,12:13:00 a. m.,0.2167
Customer 119,Customer 54,11.26,12:23:00 a. m.,0.3833
Customer 119,Customer 55,14.66,12:26:00 a. m.,0.4333
Customer 119,Customer 56,13.21,12:27:00 a. m.,0.45
Customer 119,Customer 57,9.26,12:17:00 a. m.,0.2833
Customer 119,Customer 58,12.36,12:26:00 a. m.,0.4333
Customer 119,Customer 59,6.92,12:12:00 a. m.,0.2
Customer 119,Customer 60,11.82,12:25:00 a. m.,0.4167
Customer 119,Customer 61,13.85,12:27:00 a. m.,0.45
Customer 119,Customer 62,5.56,12:10:00 a. m.,0.1667
Customer 119,Customer 63,11.86,12:24:00 a. m.,0.4
Customer 119,Customer 64,4.05,12:13:00 a. m.,0.2167
Customer 119,Customer 65,1.18,12:04:00 a. m.,0.0667
Customer 119,Customer 66,3.41,12:07:00 a. m.,0.1167
Customer 119,Customer 67,14.91,12:30:00 a. m.,0.5
Customer 119,Customer 68,6.52,12:12:00 a. m.,0.2
Customer 119,Customer 69,10.54,12:16:00 a. m.,0.2667
Customer 119,Customer 70,5.32,12:13:00 a. m.,0.2167
Customer 119,Customer 71,11.48,12:24:00 a. m.,0.4
Customer 119,Customer 72,9.14,12:16:00 a. m.,0.2667
Customer 119,Customer 73,11.65,12:17:00 a. m.,0.2833
Customer 119,Customer 74,7.68,12:16:00 a. m.,0.2667
Customer 119,Customer 75,16.14,12:31:00 a. m.,0.5167
Customer 119,Customer 76,8.16,12:16:00 a. m.,0.2667
Customer 119,Customer 77,13.47,12:28:00 a. m.,0.4667
Customer 119,Customer 78,14.81,12:28:00 a. m.,0.4667
Customer 119,Customer 79,14.78,12:30:00 a. m.,0.5
Customer 119,Customer 80,12.81,12:26:00 a. m.,0.4333
Customer 119,Customer 81,8.92,12:15:00 a. m.,0.25
Customer 119,Customer 82,12.83,12:25:00 a. m.,0.4167
Customer 119,Customer 83,13.77,12:20:00 a. m.,0.3333
Customer 119,Customer 84,15.84,12:23:00 a. m.,0.3833
Customer 119,Customer 85,11.26,12:22:00 a. m.,0.3667
Customer 119,Customer 86,12.16,12:24:00 a. m.,0.4
Customer 119,Customer 87,9.95,12:18:00 a. m.,0.3
Customer 119,Customer 88,13.56,12:19:00 a. m.,0.3167
Customer 119,Customer 89,15.02,12:29:00 a. m.,0.4833
Customer 119,Customer 90,9.25,12:14:00 a. m.,0.2333
Customer 119,Customer 91,13.67,12:26:00 a. m.,0.4333
Customer 119,Customer 92,13.98,12:27:00 a. m.,0.45
Customer 119,Customer 93,13.9,12:28:00 a. m.,0.4667
Customer 119,Customer 94,12,12:25:00 a. m.,0.4167
Customer 119,Customer 95,12,12:23:00 a. m.,0.3833
Customer 119,Customer 96,14.26,12:26:00 a. m.,0.4333
Customer 119,Customer 97,8.58,12:15:00 a. m.,0.25
Customer 119,Customer 98,13.9,12:26:00 a. m.,0.4333
Customer 119,Customer 99,10.78,12:14:00 a. m.,0.2333
Customer 119,Customer 100,8.5,12:12:00 a. m.,0.2
Customer 119,Customer 101,10.03,12:19:00 a. m.,0.3167
Customer 119,Customer 102,8.16,12:14:00 a. m.,0.2333
Customer 119,Customer 103,3.64,12:11:00 a. m.,0.1833
Customer 119,Customer 104,9.27,12:16:00 a. m.,0.2667
Customer 119,Customer 105,12.48,12:19:00 a. m.,0.3167
Customer 119,Customer 106,14.69,12:28:00 a. m.,0.4667
Customer 119,Customer 107,8.96,12:16:00 a. m.,0.2667
Customer 119,Customer 108,3.53,12:09:00 a. m.,0.15
Customer 119,Customer 109,9.5,12:17:00 a. m.,0.2833
Customer 119,Customer 110,12.52,12:16:00 a. m.,0.2667
Customer 119,Customer 111,12.71,12:24:00 a. m.,0.4
Customer 119,Customer 112,13.2,12:27:00 a. m.,0.45
Customer 119,Customer 113,4.91,12:09:00 a. m.,0.15
Customer 119,Customer 114,14.68,12:21:00 a. m.,0.35
Customer 119,Customer 115,10.94,12:22:00 a. m.,0.3667
Customer 119,Customer 116,5.86,12:10:00 a. m.,0.1667
Customer 119,Customer 117,7.56,12:14:00 a. m.,0.2333
Customer 119,Customer 118,10.72,12:16:00 a. m.,0.2667
Customer 119,Customer 119,0,12:00:00 a. m.,0
Customer 119,Customer 120,7.67,12:13:00 a. m.,0.2167
Customer 119,Customer 121,4.5,12:13:00 a. m.,0.2167
Customer 119,Customer 122,2.82,12:10:00 a. m.,0.1667
Customer 119,Customer 123,11.93,12:23:00 a. m.,0.3833
Customer 119,Customer 124,10.75,12:22:00 a. m.,0.3667
Customer 119,Customer 125,15.05,12:29:00 a. m.,0.4833
Customer 119,Customer 126,2.53,12:08:00 a. m.,0.1333
Customer 119,Customer 127,10.34,12:19:00 a. m.,0.3167
Customer 119,Customer 128,13.71,12:30:00 a. m.,0.5
Customer 119,Customer 129,14.72,12:30:00 a. m.,0.5
Customer 119,Customer 130,8.81,12:15:00 a. m.,0.25
Customer 119,Customer 131,6.15,12:09:00 a. m.,0.15
Customer 119,Customer 132,11.63,12:16:00 a. m.,0.2667
Customer 119,Customer 133,10.62,12:21:00 a. m.,0.35
Customer 119,Customer 134,8.84,12:17:00 a. m.,0.2833
Customer 119,Customer 135,5.55,12:12:00 a. m.,0.2
Customer 119,Customer 136,11.94,12:23:00 a. m.,0.3833
Customer 119,Customer 137,11.41,12:21:00 a. m.,0.35
Customer 119,Customer 138,4.76,12:14:00 a. m.,0.2333
Customer 119,Customer 139,13.43,12:28:00 a. m.,0.4667
Customer 119,Customer 140,14.27,12:18:00 a. m.,0.3
Customer 119,Customer 141,10,12:19:00 a. m.,0.3167
Customer 119,Customer 142,8.77,12:15:00 a. m.,0.25
Customer 119,Customer 143,13.08,12:24:00 a. m.,0.4
Customer 119,Customer 144,11.34,12:20:00 a. m.,0.3333
Customer 119,Customer 145,6.01,12:11:00 a. m.,0.1833
Customer 119,Customer 146,5.05,12:16:00 a. m.,0.2667
Customer 119,Customer 147,14.06,12:26:00 a. m.,0.4333
Customer 119,Customer 148,11.2,12:21:00 a. m.,0.35
Customer 119,Customer 149,11.61,12:23:00 a. m.,0.3833
Customer 120,Depot,7,12:17:00 a. m.,0.2833
Customer 120,Customer 1,12.79,12:28:00 a. m.,0.4667
Customer 120,Customer 2,12.58,12:23:00 a. m.,0.3833
Customer 120,Customer 3,6.95,12:17:00 a. m.,0.2833
Customer 120,Customer 4,15.95,12:26:00 a. m.,0.4333
Customer 120,Customer 5,19.96,12:32:00 a. m.,0.5333
Customer 120,Customer 6,15.21,12:32:00 a. m.,0.5333
Customer 120,Customer 7,17,12:28:00 a. m.,0.4667
Customer 120,Customer 8,6.11,12:14:00 a. m.,0.2333
Customer 120,Customer 9,15.16,12:33:00 a. m.,0.55
Customer 120,Customer 10,10.83,12:23:00 a. m.,0.3833
Customer 120,Customer 11,13.12,12:28:00 a. m.,0.4667
Customer 120,Customer 12,7.33,12:19:00 a. m.,0.3167
Customer 120,Customer 13,14.74,12:32:00 a. m.,0.5333
Customer 120,Customer 14,16.12,12:26:00 a. m.,0.4333
Customer 120,Customer 15,6.4,12:15:00 a. m.,0.25
Customer 120,Customer 16,13.22,12:27:00 a. m.,0.45
Customer 120,Customer 17,13.77,12:22:00 a. m.,0.3667
Customer 120,Customer 18,9.09,12:21:00 a. m.,0.35
Customer 120,Customer 19,4.51,12:10:00 a. m.,0.1667
Customer 120,Customer 20,14.37,12:31:00 a. m.,0.5167
Customer 120,Customer 21,12.44,12:25:00 a. m.,0.4167
Customer 120,Customer 22,10.08,12:21:00 a. m.,0.35
Customer 120,Customer 23,12.93,12:26:00 a. m.,0.4333
Customer 120,Customer 24,14.06,12:30:00 a. m.,0.5
Customer 120,Customer 25,4.06,12:09:00 a. m.,0.15
Customer 120,Customer 26,15.35,12:33:00 a. m.,0.55
Customer 120,Customer 27,12.34,12:25:00 a. m.,0.4167
Customer 120,Customer 28,13.01,12:26:00 a. m.,0.4333
Customer 120,Customer 29,3.8,12:11:00 a. m.,0.1833
Customer 120,Customer 30,11.07,12:23:00 a. m.,0.3833
Customer 120,Customer 31,6.91,12:18:00 a. m.,0.3
Customer 120,Customer 32,12.3,12:25:00 a. m.,0.4167
Customer 120,Customer 33,15.12,12:31:00 a. m.,0.5167
Customer 120,Customer 34,16.19,12:35:00 a. m.,0.5833
Customer 120,Customer 35,4.17,12:10:00 a. m.,0.1667
Customer 120,Customer 36,17.86,12:30:00 a. m.,0.5
Customer 120,Customer 37,2.06,12:07:00 a. m.,0.1167
Customer 120,Customer 38,7.28,12:15:00 a. m.,0.25
Customer 120,Customer 39,6.77,12:16:00 a. m.,0.2667
Customer 120,Customer 40,11.87,12:24:00 a. m.,0.4
Customer 120,Customer 41,6.9,12:17:00 a. m.,0.2833
Customer 120,Customer 42,5.99,12:16:00 a. m.,0.2667
Customer 120,Customer 43,7.04,12:17:00 a. m.,0.2833
Customer 120,Customer 44,6.8,12:17:00 a. m.,0.2833
Customer 120,Customer 45,12.81,12:27:00 a. m.,0.45
Customer 120,Customer 46,4.93,12:14:00 a. m.,0.2333
Customer 120,Customer 47,7.96,12:21:00 a. m.,0.35
Customer 120,Customer 48,10.36,12:20:00 a. m.,0.3333
Customer 120,Customer 49,14.45,12:28:00 a. m.,0.4667
Customer 120,Customer 50,10.02,12:21:00 a. m.,0.35
Customer 120,Customer 51,23.99,12:36:00 a. m.,0.6
Customer 120,Customer 52,12.18,12:22:00 a. m.,0.3667
Customer 120,Customer 53,2.44,12:08:00 a. m.,0.1333
Customer 120,Customer 54,17.46,12:30:00 a. m.,0.5
Customer 120,Customer 55,20.85,12:34:00 a. m.,0.5667
Customer 120,Customer 56,14.55,12:31:00 a. m.,0.5167
Customer 120,Customer 57,9.78,12:20:00 a. m.,0.3333
Customer 120,Customer 58,12.89,12:30:00 a. m.,0.5
Customer 120,Customer 59,1.91,12:06:00 a. m.,0.1
Customer 120,Customer 60,13.65,12:26:00 a. m.,0.4333
Customer 120,Customer 61,14.38,12:30:00 a. m.,0.5
Customer 120,Customer 62,8.02,12:17:00 a. m.,0.2833
Customer 120,Customer 63,12.52,12:27:00 a. m.,0.45
Customer 120,Customer 64,6.85,12:18:00 a. m.,0.3
Customer 120,Customer 65,7.38,12:12:00 a. m.,0.2
Customer 120,Customer 66,4.58,12:09:00 a. m.,0.15
Customer 120,Customer 67,15.44,12:34:00 a. m.,0.5667
Customer 120,Customer 68,3.78,12:11:00 a. m.,0.1833
Customer 120,Customer 69,5.05,12:13:00 a. m.,0.2167
Customer 120,Customer 70,14.7,12:22:00 a. m.,0.3667
Customer 120,Customer 71,12,12:28:00 a. m.,0.4667
Customer 120,Customer 72,15.34,12:24:00 a. m.,0.4
Customer 120,Customer 73,6.4,12:15:00 a. m.,0.25
Customer 120,Customer 74,9.58,12:23:00 a. m.,0.3833
Customer 120,Customer 75,14.68,12:29:00 a. m.,0.4833
Customer 120,Customer 76,8.5,12:21:00 a. m.,0.35
Customer 120,Customer 77,14,12:32:00 a. m.,0.5333
Customer 120,Customer 78,13.35,12:26:00 a. m.,0.4333
Customer 120,Customer 79,15.31,12:34:00 a. m.,0.5667
Customer 120,Customer 80,13.34,12:30:00 a. m.,0.5
Customer 120,Customer 81,15.12,12:22:00 a. m.,0.3667
Customer 120,Customer 82,13.36,12:28:00 a. m.,0.4667
Customer 120,Customer 83,9.21,12:18:00 a. m.,0.3
Customer 120,Customer 84,10.32,12:20:00 a. m.,0.3333
Customer 120,Customer 85,17.45,12:29:00 a. m.,0.4833
Customer 120,Customer 86,18.36,12:32:00 a. m.,0.5333
Customer 120,Customer 87,8.07,12:20:00 a. m.,0.3333
Customer 120,Customer 88,8.99,12:17:00 a. m.,0.2833
Customer 120,Customer 89,13.56,12:27:00 a. m.,0.45
Customer 120,Customer 90,0.62,12:02:00 a. m.,0.0333
Customer 120,Customer 91,14.2,12:29:00 a. m.,0.4833
Customer 120,Customer 92,14.51,12:31:00 a. m.,0.5167
Customer 120,Customer 93,14.43,12:32:00 a. m.,0.5333
Customer 120,Customer 94,12.65,12:28:00 a. m.,0.4667
Customer 120,Customer 95,12.53,12:27:00 a. m.,0.45
Customer 120,Customer 96,15.76,12:34:00 a. m.,0.5667
Customer 120,Customer 97,14.77,12:23:00 a. m.,0.3833
Customer 120,Customer 98,20.09,12:33:00 a. m.,0.55
Customer 120,Customer 99,6.22,12:12:00 a. m.,0.2
Customer 120,Customer 100,3.94,12:10:00 a. m.,0.1667
Customer 120,Customer 101,16.22,12:26:00 a. m.,0.4333
Customer 120,Customer 102,14.35,12:21:00 a. m.,0.35
Customer 120,Customer 103,5.45,12:16:00 a. m.,0.2667
Customer 120,Customer 104,4.54,12:10:00 a. m.,0.1667
Customer 120,Customer 105,7.92,12:17:00 a. m.,0.2833
Customer 120,Customer 106,15.21,12:32:00 a. m.,0.5333
Customer 120,Customer 107,7.08,12:18:00 a. m.,0.3
Customer 120,Customer 108,3.24,12:10:00 a. m.,0.1667
Customer 120,Customer 109,2.46,12:07:00 a. m.,0.1167
Customer 120,Customer 110,7.95,12:14:00 a. m.,0.2333
Customer 120,Customer 111,13.23,12:28:00 a. m.,0.4667
Customer 120,Customer 112,14.03,12:30:00 a. m.,0.5
Customer 120,Customer 113,3.97,12:11:00 a. m.,0.1833
Customer 120,Customer 114,10.12,12:19:00 a. m.,0.3167
Customer 120,Customer 115,17.13,12:29:00 a. m.,0.4833
Customer 120,Customer 116,6.25,12:16:00 a. m.,0.2667
Customer 120,Customer 117,3.07,12:09:00 a. m.,0.15
Customer 120,Customer 118,5.53,12:13:00 a. m.,0.2167
Customer 120,Customer 119,7.91,12:13:00 a. m.,0.2167
Customer 120,Customer 120,0,12:00:00 a. m.,0
Customer 120,Customer 121,4.29,12:12:00 a. m.,0.2
Customer 120,Customer 122,4.98,12:13:00 a. m.,0.2167
Customer 120,Customer 123,18.12,12:31:00 a. m.,0.5167
Customer 120,Customer 124,12.58,12:23:00 a. m.,0.3833
Customer 120,Customer 125,13.59,12:27:00 a. m.,0.45
Customer 120,Customer 126,5.9,12:13:00 a. m.,0.2167
Customer 120,Customer 127,8.47,12:21:00 a. m.,0.35
Customer 120,Customer 128,14.56,12:33:00 a. m.,0.55
Customer 120,Customer 129,15.25,12:33:00 a. m.,0.55
Customer 120,Customer 130,1.77,12:05:00 a. m.,0.0833
Customer 120,Customer 131,4.19,12:11:00 a. m.,0.1833
Customer 120,Customer 132,6.38,12:14:00 a. m.,0.2333
Customer 120,Customer 133,11.14,12:24:00 a. m.,0.4
Customer 120,Customer 134,3.3,12:11:00 a. m.,0.1833
Customer 120,Customer 135,12.45,12:20:00 a. m.,0.3333
Customer 120,Customer 136,18.13,12:30:00 a. m.,0.5
Customer 120,Customer 137,11.94,12:24:00 a. m.,0.4
Customer 120,Customer 138,7.55,12:19:00 a. m.,0.3167
Customer 120,Customer 139,14.77,12:32:00 a. m.,0.5333
Customer 120,Customer 140,6.95,12:17:00 a. m.,0.2833
Customer 120,Customer 141,16.2,12:26:00 a. m.,0.4333
Customer 120,Customer 142,6.9,12:17:00 a. m.,0.2833
Customer 120,Customer 143,13.61,12:28:00 a. m.,0.4667
Customer 120,Customer 144,12.09,12:25:00 a. m.,0.4167
Customer 120,Customer 145,3.28,12:09:00 a. m.,0.15
Customer 120,Customer 146,5.56,12:15:00 a. m.,0.25
Customer 120,Customer 147,15.79,12:34:00 a. m.,0.5667
Customer 120,Customer 148,17.4,12:28:00 a. m.,0.4667
Customer 120,Customer 149,12.14,12:27:00 a. m.,0.45
Customer 121,Depot,7.2,12:17:00 a. m.,0.2833
Customer 121,Customer 1,12.47,12:28:00 a. m.,0.4667
Customer 121,Customer 2,10.95,12:26:00 a. m.,0.4333
Customer 121,Customer 3,6.74,12:14:00 a. m.,0.2333
Customer 121,Customer 4,15.27,12:25:00 a. m.,0.4167
Customer 121,Customer 5,19.28,12:31:00 a. m.,0.5167
Customer 121,Customer 6,14.89,12:32:00 a. m.,0.5333
Customer 121,Customer 7,16.31,12:27:00 a. m.,0.45
Customer 121,Customer 8,5.09,12:13:00 a. m.,0.2167
Customer 121,Customer 9,14.84,12:33:00 a. m.,0.55
Customer 121,Customer 10,9.32,12:22:00 a. m.,0.3667
Customer 121,Customer 11,13.32,12:29:00 a. m.,0.4833
Customer 121,Customer 12,7.19,12:17:00 a. m.,0.2833
Customer 121,Customer 13,14.94,12:32:00 a. m.,0.5333
Customer 121,Customer 14,15.43,12:25:00 a. m.,0.4167
Customer 121,Customer 15,8.59,12:20:00 a. m.,0.3333
Customer 121,Customer 16,13.42,12:28:00 a. m.,0.4667
Customer 121,Customer 17,8.86,12:21:00 a. m.,0.35
Customer 121,Customer 18,8.77,12:20:00 a. m.,0.3333
Customer 121,Customer 19,6.22,12:15:00 a. m.,0.25
Customer 121,Customer 20,14.57,12:31:00 a. m.,0.5167
Customer 121,Customer 21,12.64,12:26:00 a. m.,0.4333
Customer 121,Customer 22,10.28,12:21:00 a. m.,0.35
Customer 121,Customer 23,13.13,12:27:00 a. m.,0.45
Customer 121,Customer 24,14.26,12:30:00 a. m.,0.5
Customer 121,Customer 25,6.64,12:14:00 a. m.,0.2333
Customer 121,Customer 26,15.55,12:33:00 a. m.,0.55
Customer 121,Customer 27,12.54,12:26:00 a. m.,0.4333
Customer 121,Customer 28,12.79,12:30:00 a. m.,0.5
Customer 121,Customer 29,4.23,12:12:00 a. m.,0.2
Customer 121,Customer 30,11.27,12:24:00 a. m.,0.4
Customer 121,Customer 31,3.5,12:10:00 a. m.,0.1667
Customer 121,Customer 32,12.5,12:25:00 a. m.,0.4167
Customer 121,Customer 33,14.79,12:31:00 a. m.,0.5167
Customer 121,Customer 34,15.87,12:35:00 a. m.,0.5833
Customer 121,Customer 35,3.27,12:08:00 a. m.,0.1333
Customer 121,Customer 36,17.17,12:29:00 a. m.,0.4833
Customer 121,Customer 37,2.64,12:10:00 a. m.,0.1667
Customer 121,Customer 38,8.78,12:20:00 a. m.,0.3333
Customer 121,Customer 39,3.83,12:09:00 a. m.,0.15
Customer 121,Customer 40,12.07,12:24:00 a. m.,0.4
Customer 121,Customer 41,7.1,12:18:00 a. m.,0.3
Customer 121,Customer 42,1.79,12:07:00 a. m.,0.1167
Customer 121,Customer 43,7.24,12:18:00 a. m.,0.3
Customer 121,Customer 44,7,12:17:00 a. m.,0.2833
Customer 121,Customer 45,13.01,12:28:00 a. m.,0.4667
Customer 121,Customer 46,1.14,12:05:00 a. m.,0.0833
Customer 121,Customer 47,3.9,12:13:00 a. m.,0.2167
Customer 121,Customer 48,10.18,12:23:00 a. m.,0.3833
Customer 121,Customer 49,14.24,12:31:00 a. m.,0.5167
Customer 121,Customer 50,10.22,12:22:00 a. m.,0.3667
Customer 121,Customer 51,23.31,12:35:00 a. m.,0.5833
Customer 121,Customer 52,11.49,12:21:00 a. m.,0.35
Customer 121,Customer 53,2.04,12:07:00 a. m.,0.1167
Customer 121,Customer 54,16.77,12:29:00 a. m.,0.4833
Customer 121,Customer 55,20.17,12:33:00 a. m.,0.55
Customer 121,Customer 56,14.75,12:32:00 a. m.,0.5333
Customer 121,Customer 57,9.98,12:21:00 a. m.,0.35
Customer 121,Customer 58,12.56,12:30:00 a. m.,0.5
Customer 121,Customer 59,2.47,12:09:00 a. m.,0.15
Customer 121,Customer 60,12.02,12:28:00 a. m.,0.4667
Customer 121,Customer 61,14.58,12:31:00 a. m.,0.5167
Customer 121,Customer 62,7,12:16:00 a. m.,0.2667
Customer 121,Customer 63,12.07,12:28:00 a. m.,0.4667
Customer 121,Customer 64,2.7,12:09:00 a. m.,0.15
Customer 121,Customer 65,6.7,12:12:00 a. m.,0.2
Customer 121,Customer 66,3.89,12:08:00 a. m.,0.1333
Customer 121,Customer 67,15.64,12:34:00 a. m.,0.5667
Customer 121,Customer 68,0.92,12:05:00 a. m.,0.0833
Customer 121,Customer 69,9.33,12:19:00 a. m.,0.3167
Customer 121,Customer 70,14.02,12:22:00 a. m.,0.3667
Customer 121,Customer 71,11.68,12:28:00 a. m.,0.4667
Customer 121,Customer 72,14.65,12:23:00 a. m.,0.3833
Customer 121,Customer 73,8.59,12:20:00 a. m.,0.3333
Customer 121,Customer 74,9.44,12:21:00 a. m.,0.35
Customer 121,Customer 75,14.46,12:33:00 a. m.,0.55
Customer 121,Customer 76,8.36,12:19:00 a. m.,0.3167
Customer 121,Customer 77,13.67,12:32:00 a. m.,0.5333
Customer 121,Customer 78,13.13,12:30:00 a. m.,0.5
Customer 121,Customer 79,14.99,12:34:00 a. m.,0.5667
Customer 121,Customer 80,13.02,12:30:00 a. m.,0.5
Customer 121,Customer 81,14.43,12:22:00 a. m.,0.3667
Customer 121,Customer 82,13.56,12:28:00 a. m.,0.4667
Customer 121,Customer 83,9.6,12:23:00 a. m.,0.3833
Customer 121,Customer 84,13.93,12:22:00 a. m.,0.3667
Customer 121,Customer 85,16.77,12:28:00 a. m.,0.4667
Customer 121,Customer 86,17.67,12:31:00 a. m.,0.5167
Customer 121,Customer 87,8.27,12:20:00 a. m.,0.3333
Customer 121,Customer 88,12.35,12:22:00 a. m.,0.3667
Customer 121,Customer 89,13.35,12:31:00 a. m.,0.5167
Customer 121,Customer 90,4.64,12:14:00 a. m.,0.2333
Customer 121,Customer 91,14.39,12:30:00 a. m.,0.5
Customer 121,Customer 92,14.18,12:30:00 a. m.,0.5
Customer 121,Customer 93,14.1,12:31:00 a. m.,0.5167
Customer 121,Customer 94,12.2,12:28:00 a. m.,0.4667
Customer 121,Customer 95,12.73,12:27:00 a. m.,0.45
Customer 121,Customer 96,19.77,12:33:00 a. m.,0.55
Customer 121,Customer 97,14.09,12:22:00 a. m.,0.3667
Customer 121,Customer 98,19.41,12:32:00 a. m.,0.5333
Customer 121,Customer 99,9.57,12:17:00 a. m.,0.2833
Customer 121,Customer 100,7.29,12:15:00 a. m.,0.25
Customer 121,Customer 101,15.54,12:25:00 a. m.,0.4167
Customer 121,Customer 102,13.67,12:21:00 a. m.,0.35
Customer 121,Customer 103,2.01,12:06:00 a. m.,0.1
Customer 121,Customer 104,3.64,12:09:00 a. m.,0.15
Customer 121,Customer 105,11.27,12:22:00 a. m.,0.3667
Customer 121,Customer 106,14.89,12:32:00 a. m.,0.5333
Customer 121,Customer 107,7.28,12:18:00 a. m.,0.3
Customer 121,Customer 108,1.76,12:05:00 a. m.,0.0833
Customer 121,Customer 109,3.86,12:10:00 a. m.,0.1667
Customer 121,Customer 110,11.31,12:19:00 a. m.,0.3167
Customer 121,Customer 111,13.43,12:28:00 a. m.,0.4667
Customer 121,Customer 112,14.23,12:30:00 a. m.,0.5
Customer 121,Customer 113,3.71,12:10:00 a. m.,0.1667
Customer 121,Customer 114,13.47,12:24:00 a. m.,0.4
Customer 121,Customer 115,16.45,12:29:00 a. m.,0.4833
Customer 121,Customer 116,6.07,12:14:00 a. m.,0.2333
Customer 121,Customer 117,1.59,12:06:00 a. m.,0.1
Customer 121,Customer 118,9.51,12:19:00 a. m.,0.3167
Customer 121,Customer 119,7.23,12:13:00 a. m.,0.2167
Customer 121,Customer 120,4.13,12:12:00 a. m.,0.2
Customer 121,Customer 121,0,12:00:00 a. m.,0
Customer 121,Customer 122,1.89,12:06:00 a. m.,0.1
Customer 121,Customer 123,17.44,12:30:00 a. m.,0.5
Customer 121,Customer 124,10.95,12:26:00 a. m.,0.4333
Customer 121,Customer 125,13.38,12:31:00 a. m.,0.5167
Customer 121,Customer 126,3.53,12:10:00 a. m.,0.1667
Customer 121,Customer 127,8.67,12:21:00 a. m.,0.35
Customer 121,Customer 128,14.75,12:33:00 a. m.,0.55
Customer 121,Customer 129,15.45,12:33:00 a. m.,0.55
Customer 121,Customer 130,3.46,12:10:00 a. m.,0.1667
Customer 121,Customer 131,4.94,12:12:00 a. m.,0.2
Customer 121,Customer 132,8.57,12:19:00 a. m.,0.3167
Customer 121,Customer 133,11.34,12:24:00 a. m.,0.4
Customer 121,Customer 134,2.87,12:09:00 a. m.,0.15
Customer 121,Customer 135,11.77,12:19:00 a. m.,0.3167
Customer 121,Customer 136,17.45,12:30:00 a. m.,0.5
Customer 121,Customer 137,12.14,12:24:00 a. m.,0.4
Customer 121,Customer 138,4.62,12:12:00 a. m.,0.2
Customer 121,Customer 139,14.97,12:32:00 a. m.,0.5333
Customer 121,Customer 140,6.74,12:14:00 a. m.,0.2333
Customer 121,Customer 141,15.52,12:26:00 a. m.,0.4333
Customer 121,Customer 142,7.1,12:18:00 a. m.,0.3
Customer 121,Customer 143,13.81,12:28:00 a. m.,0.4667
Customer 121,Customer 144,12.29,12:25:00 a. m.,0.4167
Customer 121,Customer 145,1.3,12:05:00 a. m.,0.0833
Customer 121,Customer 146,1.4,12:06:00 a. m.,0.1
Customer 121,Customer 147,19.58,12:32:00 a. m.,0.5333
Customer 121,Customer 148,16.71,12:28:00 a. m.,0.4667
Customer 121,Customer 149,11.82,12:26:00 a. m.,0.4333
Customer 122,Depot,8.04,12:19:00 a. m.,0.3167
Customer 122,Customer 1,11.82,12:28:00 a. m.,0.4667
Customer 122,Customer 2,10.3,12:26:00 a. m.,0.4333
Customer 122,Customer 3,8.39,12:18:00 a. m.,0.3
Customer 122,Customer 4,11.43,12:23:00 a. m.,0.3833
Customer 122,Customer 5,15.44,12:29:00 a. m.,0.4833
Customer 122,Customer 6,14.24,12:32:00 a. m.,0.5333
Customer 122,Customer 7,12.47,12:25:00 a. m.,0.4167
Customer 122,Customer 8,4.75,12:14:00 a. m.,0.2333
Customer 122,Customer 9,14.19,12:33:00 a. m.,0.55
Customer 122,Customer 10,8.67,12:22:00 a. m.,0.3667
Customer 122,Customer 11,12.15,12:29:00 a. m.,0.4833
Customer 122,Customer 12,6.54,12:17:00 a. m.,0.2833
Customer 122,Customer 13,15.08,12:32:00 a. m.,0.5333
Customer 122,Customer 14,11.59,12:22:00 a. m.,0.3667
Customer 122,Customer 15,9.43,12:22:00 a. m.,0.3667
Customer 122,Customer 16,12.24,12:28:00 a. m.,0.4667
Customer 122,Customer 17,9.24,12:19:00 a. m.,0.3167
Customer 122,Customer 18,8.12,12:21:00 a. m.,0.35
Customer 122,Customer 19,7.06,12:17:00 a. m.,0.2833
Customer 122,Customer 20,14.16,12:30:00 a. m.,0.5
Customer 122,Customer 21,11.46,12:26:00 a. m.,0.4333
Customer 122,Customer 22,9.1,12:21:00 a. m.,0.35
Customer 122,Customer 23,13.27,12:27:00 a. m.,0.45
Customer 122,Customer 24,14.9,12:31:00 a. m.,0.5167
Customer 122,Customer 25,7.48,12:16:00 a. m.,0.2667
Customer 122,Customer 26,14.38,12:34:00 a. m.,0.5667
Customer 122,Customer 27,11.37,12:26:00 a. m.,0.4333
Customer 122,Customer 28,12.13,12:30:00 a. m.,0.5
Customer 122,Customer 29,5.07,12:14:00 a. m.,0.2333
Customer 122,Customer 30,10.09,12:24:00 a. m.,0.4
Customer 122,Customer 31,1.88,12:06:00 a. m.,0.1
Customer 122,Customer 32,11.32,12:25:00 a. m.,0.4167
Customer 122,Customer 33,14.14,12:31:00 a. m.,0.5167
Customer 122,Customer 34,15.22,12:35:00 a. m.,0.5833
Customer 122,Customer 35,4.11,12:10:00 a. m.,0.1667
Customer 122,Customer 36,13.33,12:27:00 a. m.,0.45
Customer 122,Customer 37,4.07,12:11:00 a. m.,0.1833
Customer 122,Customer 38,9.62,12:22:00 a. m.,0.3667
Customer 122,Customer 39,2.02,12:05:00 a. m.,0.0833
Customer 122,Customer 40,10.9,12:25:00 a. m.,0.4167
Customer 122,Customer 41,7.93,12:19:00 a. m.,0.3167
Customer 122,Customer 42,2.2,12:09:00 a. m.,0.15
